gene_name, cluster_assignment, em0-2hr, em2-4hr, em4-6hr, em6-8hr, em8-10hr, em10-12hr, em12-14hr, em14-16hr, em16-18hr, em18-20hr, em20-22hr, em22-24hr
HLHmgamma, 0, 1.61, 15.8, 105.0, 147.0, 106.0, 36.3, 14.7, 3.79, 2.07, 2.7, 1.13, 1.65
HP1b, 0, 27.7, 50.3, 30.6, 27.4, 29.3, 30.3, 16.7, 12.8, 9.59, 6.36, 16.5, 12.2
HP1c, 0, 32.6, 52.2, 54.8, 53.6, 45.8, 46.3, 25.5, 20.6, 13.7, 10.8, 6.88, 7.75
HP4, 0, 38.9, 75.1, 115.0, 78.9, 65.5, 34.5, 31.4, 17.8, 13.3, 7.6, 7.21, 9.33
HP5, 0, 29.2, 36.9, 18.6, 17.3, 18.0, 11.6, 12.5, 10.9, 9.4, 5.0, 17.2, 14.4
HSPC300, 0, 7.62, 7.96, 7.2, 11.1, 13.9, 22.0, 13.1, 5.73, 6.0, 4.75, 4.26, 4.44
Hakai, 0, 19.5, 25.8, 19.4, 19.3, 14.1, 15.2, 7.03, 7.06, 4.07, 4.13, 3.26, 2.38
Hcf, 0, 5.85, 10.0, 13.5, 13.9, 12.9, 9.92, 13.0, 4.89, 5.76, 3.57, 5.28, 6.17
Hdac3, 0, 26.0, 36.2, 15.4, 21.9, 23.4, 20.4, 13.9, 15.9, 11.0, 6.33, 9.65, 9.05
Hel25E, 2, 128.0, 214.0, 229.0, 175.0, 143.0, 123.0, 82.0, 74.0, 52.5, 28.3, 61.5, 50.9
Hem, 0, 11.9, 11.1, 26.9, 23.6, 22.7, 20.5, 23.5, 11.9, 10.2, 8.04, 5.38, 7.42
Hen1, 0, 17.9, 20.4, 18.8, 18.3, 16.3, 12.2, 11.7, 7.55, 6.52, 5.08, 6.16, 5.69
Herp, 0, 13.7, 4.79, 7.94, 10.1, 8.97, 8.83, 9.09, 7.92, 7.75, 10.3, 8.58, 9.56
Hex-A, 0, 43.8, 16.8, 3.71, 3.93, 7.69, 20.9, 21.3, 17.1, 21.7, 32.9, 53.6, 49.0
Hexo1, 0, 11.0, 14.5, 11.6, 5.14, 4.66, 11.2, 13.1, 19.3, 11.5, 15.9, 9.51, 8.9
Him, 0, 0.221, 2.08, 11.9, 24.3, 24.8, 19.3, 11.9, 3.7, 0.893, 0.773, 0.379, 0.626
Hip14, 0, 24.8, 21.2, 14.2, 11.0, 13.6, 12.3, 11.1, 10.6, 9.48, 8.14, 6.87, 7.89
HipHop, 0, 67.2, 19.2, 42.9, 33.8, 22.6, 12.5, 5.87, 3.32, 1.95, 1.63, 1.11, 1.51
His2Av, 2, 150.0, 252.0, 194.0, 243.0, 243.0, 154.0, 116.0, 92.8, 68.0, 39.0, 70.8, 56.2
His3.3A, 2, 85.8, 214.0, 259.0, 358.0, 315.0, 297.0, 158.0, 159.0, 103.0, 90.2, 54.6, 44.4
His3.3B, 2, 102.0, 123.0, 138.0, 193.0, 207.0, 174.0, 131.0, 119.0, 110.0, 89.5, 90.5, 78.6
His4r, 2, 147.0, 253.0, 246.0, 319.0, 388.0, 345.0, 228.0, 235.0, 204.0, 139.0, 143.0, 154.0
Hlc, 0, 46.2, 64.0, 54.0, 49.3, 53.6, 40.8, 33.5, 29.9, 26.6, 28.0, 41.0, 41.5
HmgD, 2, 122.0, 179.0, 174.0, 210.0, 220.0, 172.0, 140.0, 65.0, 42.7, 22.0, 12.1, 16.9
HmgZ, 0, 0.682, 7.42, 31.0, 48.5, 44.5, 31.4, 25.0, 10.8, 11.8, 11.0, 9.24, 10.0
Hmgs, 0, 12.7, 2.54, 3.38, 5.51, 6.61, 17.8, 35.6, 74.6, 33.3, 15.7, 12.8, 13.9
Hmr, 0, 17.2, 23.8, 15.8, 12.4, 10.6, 5.17, 6.21, 6.45, 5.27, 2.92, 9.24, 7.54
Hmt-1, 0, 30.5, 5.87, 15.1, 10.2, 8.74, 10.2, 7.9, 10.1, 14.0, 11.3, 8.09, 9.05
Hmt4-20, 0, 42.4, 28.2, 26.3, 23.0, 18.8, 11.9, 13.5, 11.6, 9.3, 7.86, 6.72, 7.34
Hmu, 0, 67.9, 49.0, 36.2, 35.2, 34.6, 40.2, 39.3, 32.7, 14.9, 9.37, 6.5, 6.6
Ho, 0, 13.9, 12.4, 10.5, 8.63, 10.1, 8.91, 10.8, 5.12, 6.77, 5.79, 3.79, 6.62
Hop, 0, 77.5, 14.4, 24.8, 31.1, 33.4, 33.4, 29.2, 14.2, 12.8, 10.9, 14.9, 16.6
Hpr1, 0, 13.0, 19.5, 17.1, 14.5, 14.3, 12.2, 9.91, 7.17, 6.06, 3.6, 5.49, 5.92
Hr78, 0, 14.1, 2.15, 1.61, 7.6, 13.9, 19.3, 18.2, 11.2, 10.7, 13.5, 9.59, 10.2
Hrb27C, 0, 55.7, 80.7, 87.3, 79.4, 69.7, 58.8, 59.9, 28.0, 26.3, 18.3, 23.3, 25.6
Hrb87F, 2, 87.9, 128.0, 145.0, 156.0, 105.0, 63.8, 63.1, 53.8, 30.3, 18.2, 22.1, 18.8
Hrb98DE, 0, 53.3, 110.0, 143.0, 116.0, 108.0, 61.8, 72.6, 50.7, 34.6, 22.1, 34.8, 31.6
Hrd3, 0, 21.3, 18.4, 14.2, 16.0, 16.6, 17.1, 16.9, 12.7, 11.2, 8.39, 8.01, 9.11
Hrs, 0, 26.5, 25.2, 7.77, 10.7, 12.6, 15.5, 10.2, 14.4, 11.7, 12.1, 10.8, 10.3
Hsc70-3, 2, 136.0, 66.5, 34.6, 85.3, 113.0, 205.0, 213.0, 151.0, 78.8, 61.8, 43.4, 45.4
Hsc70-4, 1, 411.0, 480.0, 290.0, 408.0, 462.0, 387.0, 302.0, 378.0, 340.0, 333.0, 407.0, 319.0
Hsc70-5, 5, 50.0, 11.6, 22.4, 39.8, 49.6, 93.7, 95.4, 98.1, 89.5, 70.3, 79.6, 72.3
Hsc70Cb, 0, 48.0, 12.1, 21.0, 35.7, 32.2, 31.5, 25.5, 19.7, 15.4, 15.7, 20.8, 20.3
Hsf, 0, 31.4, 18.2, 16.0, 14.4, 14.7, 16.8, 16.3, 12.2, 8.51, 6.06, 4.91, 5.81
Hsp23, 0, 14.4, 46.5, 41.2, 38.5, 49.0, 54.8, 25.1, 22.3, 15.6, 20.2, 21.9, 15.0
Hsp26, 0, 519.0, 31.8, 15.2, 6.49, 14.0, 35.6, 13.4, 11.7, 4.32, 11.5, 19.1, 12.9
Hsp27, 0, 381.0, 86.0, 22.7, 24.4, 44.4, 61.3, 39.9, 20.7, 8.56, 8.81, 5.54, 5.31
Hsp60, 2, 133.0, 12.8, 8.28, 38.2, 74.0, 217.0, 136.0, 223.0, 152.0, 107.0, 111.0, 82.0
Hsp67Bc, 0, 0.164, 0.325, 0.37, 3.52, 9.6, 21.5, 23.1, 18.0, 17.5, 17.4, 15.1, 16.4
Hsp70Aa, 0, 22.6, 3.72, 3.61, 3.61, 40.3, 81.1, 21.8, 6.91, 3.09, 14.6, 23.2, 19.3
Hsp70Ab, 0, 25.2, 3.88, 3.84, 3.93, 44.0, 89.0, 23.5, 7.69, 3.41, 16.0, 25.9, 20.9
Hsp70Ba, 0, 1.36, 1.22, 2.42, 2.94, 11.1, 55.1, 15.6, 3.23, 1.14, 4.63, 6.34, 5.18
Hsp70Bb, 0, 1.0, 1.03, 2.1, 2.28, 9.93, 52.9, 14.4, 2.9, 1.01, 4.52, 5.55, 4.93
Hsp70Bbb, 0, 1.02, 1.0, 1.82, 2.19, 9.96, 52.9, 14.4, 2.81, 1.16, 4.65, 5.93, 5.15
Hsp70Bc, 0, 1.2, 1.06, 1.99, 2.12, 11.5, 55.5, 15.6, 3.15, 1.11, 4.93, 6.31, 5.21
Hsp83, 2, 414.0, 99.5, 89.5, 74.5, 123.0, 181.0, 155.0, 95.7, 72.6, 64.8, 99.2, 101.0
Hydr1, 0, 14.7, 13.2, 16.3, 13.8, 9.55, 5.85, 4.55, 4.67, 4.01, 4.94, 4.57, 4.86
I-2, 0, 17.3, 21.3, 15.6, 11.3, 14.0, 14.4, 12.5, 8.62, 8.4, 5.99, 8.63, 9.41
IM1, 0, 0.0175, 0.0396, 0.059, 0.156, 0.421, 2.87, 4.43, 6.41, 8.13, 14.9, 56.3, 72.6
IM10, 0, 2.4, 1.53, 1.09, 0.549, 0.673, 1.05, 1.68, 3.12, 2.22, 23.7, 50.4, 58.4
IM3, 5, 0.121, 0.0659, 0.0537, 0.0591, 0.0454, 0.243, 0.176, 0.474, 0.29, 30.2, 143.0, 150.0
IM4, 0, 0.0314, 0.182, 0.326, 0.153, 0.157, 0.511, 0.343, 0.158, 0.184, 17.9, 72.9, 55.4
Iap2, 0, 22.0, 18.5, 14.8, 18.4, 19.5, 24.8, 19.2, 17.4, 16.5, 18.3, 14.3, 15.1
Ice, 0, 33.0, 61.6, 71.9, 44.2, 37.8, 41.0, 23.0, 17.5, 14.4, 12.2, 19.1, 16.4
Idgf1, 0, 0.0578, 0.0272, 0.0386, 0.0896, 0.219, 0.198, 0.235, 1.19, 8.62, 31.2, 52.1, 70.4
Idgf2, 0, 1.65, 1.87, 3.28, 2.04, 3.69, 7.94, 14.2, 21.5, 33.6, 47.1, 42.7, 51.5
Idgf3, 0, 0.265, 0.237, 0.303, 2.34, 6.54, 14.2, 12.4, 10.3, 15.3, 22.8, 21.5, 27.1
Idgf4, 5, 76.2, 113.0, 66.2, 30.8, 47.8, 88.7, 115.0, 64.1, 3.99, 231.0, 160.0, 158.0
Idh, 5, 53.1, 6.48, 1.52, 1.83, 2.86, 18.0, 32.0, 65.5, 42.6, 41.8, 70.0, 83.1
Ilk, 0, 19.0, 12.9, 11.5, 14.2, 20.7, 37.5, 34.5, 32.5, 39.5, 47.1, 47.3, 52.7
Ilp4, 0, 5.72, 86.6, 117.0, 58.1, 22.0, 17.3, 11.9, 10.1, 8.24, 4.7, 1.41, 2.33
ImpE2, 0, 1.66, 13.0, 29.5, 9.78, 8.94, 70.1, 293.0, 291.0, 28.9, 3.6, 0.713, 1.58
ImpL1, 0, 1.04, 2.07, 1.38, 6.35, 10.6, 82.5, 300.0, 334.0, 42.9, 9.53, 1.93, 3.73
ImpL2, 0, 0.498, 8.64, 42.1, 25.3, 23.0, 19.6, 19.2, 10.2, 7.4, 11.6, 4.58, 6.73
ImpL3, 5, 0.512, 3.37, 2.83, 7.54, 7.32, 31.7, 58.6, 143.0, 86.0, 57.7, 88.6, 75.8
Incenp, 0, 66.7, 88.0, 92.3, 94.1, 63.2, 33.7, 16.5, 13.6, 9.11, 5.99, 13.0, 8.31
Inos, 0, 17.8, 3.34, 8.24, 45.2, 37.2, 9.84, 3.15, 5.41, 10.4, 23.1, 7.39, 9.02
Int6, 2, 109.0, 179.0, 220.0, 160.0, 184.0, 197.0, 123.0, 106.0, 83.2, 77.2, 76.5, 78.0
IntS1, 0, 15.7, 6.86, 19.0, 15.0, 10.8, 7.36, 8.21, 6.74, 5.92, 4.82, 3.86, 4.47
IntS11, 0, 31.0, 44.0, 22.5, 15.7, 18.7, 17.6, 14.9, 14.7, 13.2, 13.2, 12.6, 14.5
IntS2, 0, 19.7, 14.2, 16.1, 11.4, 8.72, 8.69, 5.07, 5.33, 3.25, 2.64, 2.7, 2.55
IntS4, 0, 21.6, 15.6, 19.6, 17.8, 12.6, 12.1, 6.24, 6.26, 4.03, 3.58, 2.88, 2.54
Ip259, 5, 95.2, 117.0, 39.9, 69.3, 59.4, 28.8, 32.6, 106.0, 57.9, 45.0, 160.0, 35.3
Ipod, 4, 2.74, 0.932, 0.791, 1.99, 4.15, 6.29, 7.84, 346.0, 390.0, 46.2, 4.32, 4.92
Ipp, 0, 25.0, 6.06, 10.9, 15.3, 12.8, 13.4, 8.28, 12.0, 10.8, 11.2, 9.52, 8.47
Irc, 0, 0.0968, 0.344, 1.08, 7.43, 13.0, 20.5, 21.1, 13.2, 12.2, 8.55, 8.24, 11.9
Irp-1A, 0, 11.3, 16.5, 12.7, 12.6, 13.0, 18.8, 11.6, 11.9, 9.54, 8.64, 8.16, 7.89
Irp-1B, 0, 25.1, 7.05, 1.81, 0.971, 2.03, 4.72, 9.62, 25.6, 18.8, 18.0, 28.6, 43.2
Iswi, 0, 33.2, 74.7, 135.0, 81.0, 58.6, 29.4, 28.9, 18.4, 14.5, 7.43, 19.5, 18.4
JTBR, 0, 21.3, 16.0, 12.8, 11.6, 12.9, 15.8, 11.2, 8.03, 7.92, 6.06, 5.85, 7.93
Jafrac1, 0, 177.0, 14.6, 5.12, 3.18, 4.15, 4.81, 4.39, 7.93, 16.8, 27.0, 69.4, 82.6
Jafrac2, 0, 11.0, 6.28, 9.03, 9.54, 13.4, 21.5, 15.8, 9.57, 9.55, 6.8, 4.41, 4.56
Jarid2, 0, 26.6, 22.7, 17.0, 13.5, 12.1, 6.51, 10.1, 9.63, 8.27, 5.95, 7.05, 7.54
JhI-26, 0, 0.888, 1.66, 1.31, 5.04, 13.8, 46.1, 40.4, 19.1, 11.7, 11.7, 19.8, 25.3
Jheh1, 0, 2.27, 2.26, 1.88, 3.34, 7.4, 21.2, 20.3, 15.5, 13.6, 12.9, 24.1, 33.3
Jheh3, 0, 5.43, 0.54, 0.926, 1.88, 2.41, 14.6, 22.0, 22.8, 22.3, 31.3, 33.5, 30.7
Jon25Bi, 5, 0.448, 0.00991, 0.364, 0.688, 0.09, 0.172, 0.202, 0.141, 0.334, 6.82, 144.0, 181.0
Jon25Bii, 0, 0.319, 0.0, 0.224, 0.438, 0.0585, 0.137, 0.119, 0.0779, 0.156, 4.2, 91.4, 107.0
Jon25Biii, 3, 0.805, 0.208, 0.585, 1.02, 0.251, 0.474, 0.229, 0.679, 1.67, 35.7, 503.0, 349.0
Jon44E, 5, 0.177, 0.0, 0.0318, 0.248, 0.0288, 0.142, 0.0554, 0.161, 0.404, 8.49, 132.0, 140.0
Jon65Ai, 0, 0.15, 0.0198, 0.0533, 0.234, 0.131, 0.14, 0.103, 0.16, 0.176, 6.23, 91.0, 126.0
Jon65Aiii, 5, 0.148, 0.0664, 0.0544, 0.348, 0.185, 0.117, 0.21, 7.43, 24.1, 37.3, 94.4, 84.0
Jon65Aiv, 5, 0.307, 0.0777, 0.0769, 0.729, 0.419, 0.15, 0.257, 2.38, 13.6, 69.0, 200.0, 154.0
Jon99Cii, 3, 0.672, 0.0199, 0.289, 1.19, 0.241, 0.313, 0.251, 0.302, 0.67, 17.2, 348.0, 298.0
Jon99Ciii, 3, 0.782, 0.0409, 0.427, 1.47, 0.203, 0.237, 0.148, 0.421, 0.652, 20.3, 372.0, 329.0
Jon99Fi, 5, 0.462, 0.00908, 0.0982, 1.13, 0.195, 0.282, 0.232, 0.23, 0.509, 12.7, 296.0, 285.0
Jon99Fii, 3, 0.545, 0.0188, 0.078, 0.563, 0.0473, 0.218, 0.164, 0.285, 0.46, 14.6, 381.0, 327.0
Jra, 0, 16.2, 5.46, 7.88, 8.7, 9.73, 19.2, 15.4, 15.1, 17.8, 28.4, 20.4, 22.6
Jupiter, 0, 6.37, 10.9, 13.2, 14.6, 15.0, 14.9, 15.4, 8.15, 6.42, 2.75, 4.15, 4.1
Jwa, 0, 42.4, 18.4, 10.1, 15.5, 21.1, 29.5, 27.9, 19.0, 25.2, 23.8, 26.6, 29.8
KLHL18, 0, 6.41, 11.3, 14.2, 13.1, 11.3, 13.0, 7.37, 5.64, 4.43, 4.08, 5.1, 4.45
KP78a, 0, 1.9, 41.9, 58.8, 38.9, 28.9, 17.2, 12.3, 4.26, 2.48, 2.19, 0.828, 1.2
KP78b, 0, 1.9, 41.9, 58.8, 38.9, 28.9, 17.2, 12.3, 4.26, 2.48, 2.19, 0.828, 1.2
Kap-alpha1, 0, 35.6, 22.8, 15.6, 18.8, 18.1, 15.3, 19.3, 15.9, 12.0, 7.39, 14.6, 13.7
Kap-alpha3, 2, 94.4, 155.0, 124.0, 65.7, 70.9, 73.7, 71.2, 65.5, 62.6, 47.9, 84.0, 74.5
Karybeta3, 0, 61.3, 55.1, 43.4, 42.8, 42.2, 32.2, 27.3, 29.3, 30.6, 39.6, 51.4, 49.3
Kat60, 0, 17.3, 14.8, 14.5, 14.3, 12.8, 9.56, 8.67, 6.66, 5.59, 8.33, 8.14, 8.83
KdelR, 0, 44.2, 51.0, 45.5, 64.4, 82.3, 123.0, 89.1, 70.4, 50.7, 31.4, 19.1, 21.9
Kdm4A, 0, 23.8, 33.2, 17.5, 10.5, 10.9, 7.01, 7.52, 7.46, 6.31, 3.12, 7.31, 7.11
Kdm4B, 0, 7.51, 9.22, 13.6, 20.5, 14.9, 8.86, 9.97, 9.1, 6.5, 5.41, 5.92, 5.17
Khc, 0, 44.1, 26.0, 13.0, 17.1, 21.4, 29.8, 28.6, 30.8, 24.5, 22.0, 21.7, 20.6
Klc, 0, 21.4, 6.63, 3.53, 6.84, 10.7, 19.8, 22.6, 20.3, 18.1, 17.4, 13.7, 15.3
Klp10A, 0, 44.0, 21.4, 18.7, 19.4, 14.6, 9.9, 7.77, 8.09, 7.04, 6.74, 4.09, 4.17
Klp3A, 0, 25.2, 10.2, 31.8, 26.4, 15.6, 5.45, 3.0, 1.29, 0.661, 0.57, 0.425, 0.454
Klp61F, 0, 26.7, 37.0, 45.0, 38.7, 28.7, 12.2, 10.5, 8.08, 6.62, 3.52, 13.1, 11.5
Klp64D, 0, 16.2, 4.59, 5.53, 5.12, 5.97, 11.1, 12.3, 14.1, 14.7, 14.4, 8.93, 11.3
Klp67A, 0, 22.9, 22.3, 31.0, 24.3, 16.7, 8.1, 6.09, 3.23, 2.45, 1.88, 1.75, 2.77
Kmn1, 0, 14.3, 17.1, 26.3, 22.4, 16.3, 9.05, 7.22, 3.65, 2.16, 1.43, 1.54, 1.96
Kr, 0, 1.35, 30.2, 46.2, 23.4, 11.6, 7.06, 6.29, 3.68, 3.51, 2.67, 2.14, 2.86
Kr-h2, 0, 19.4, 4.99, 14.7, 23.6, 27.2, 48.3, 45.5, 41.0, 31.5, 29.0, 23.7, 25.2
LBR, 0, 44.8, 74.3, 83.2, 64.5, 36.4, 24.1, 19.1, 22.2, 12.5, 6.38, 13.9, 11.1
LKR, 0, 0.138, 1.42, 8.88, 17.1, 8.04, 11.4, 11.6, 13.4, 16.3, 39.5, 37.5, 44.3
LSm-4, 0, 13.4, 12.3, 15.9, 16.3, 16.3, 24.5, 14.5, 8.05, 7.12, 4.92, 3.58, 4.01
LSm1, 0, 13.8, 3.03, 6.88, 12.6, 14.9, 20.9, 13.0, 6.95, 7.15, 6.36, 4.84, 6.15
LSm3, 0, 32.1, 45.3, 60.2, 41.1, 29.9, 29.8, 20.5, 12.4, 10.4, 6.89, 6.33, 7.19
La, 0, 57.0, 12.5, 46.0, 70.4, 66.9, 69.9, 42.1, 25.5, 20.0, 15.9, 30.3, 28.7
Lac, 0, 6.13, 39.3, 41.9, 38.5, 29.4, 32.5, 25.4, 19.6, 14.1, 10.5, 5.15, 5.22
Lam, 2, 57.6, 114.0, 182.0, 206.0, 166.0, 189.0, 112.0, 80.1, 45.1, 28.6, 17.2, 17.6
LamC, 5, 3.22, 1.86, 0.524, 1.11, 2.2, 14.4, 16.1, 48.4, 108.0, 158.0, 119.0, 93.2
Lamp1, 0, 32.9, 54.0, 69.9, 48.2, 58.6, 70.3, 73.3, 28.2, 35.8, 22.2, 20.2, 30.9
LanA, 5, 0.776, 6.99, 29.5, 84.5, 101.0, 73.0, 147.0, 148.0, 114.0, 70.5, 29.8, 35.3
LanB1, 0, 1.13, 7.46, 28.8, 56.3, 71.3, 77.2, 110.0, 82.6, 65.4, 41.3, 19.5, 23.2
LanB2, 0, 0.859, 10.2, 34.7, 58.6, 70.1, 77.6, 97.4, 101.0, 73.6, 54.2, 22.4, 25.4
Lap1, 0, 15.3, 13.1, 10.3, 8.94, 9.83, 6.02, 7.66, 6.28, 5.42, 3.48, 8.42, 8.45
Las, 0, 13.3, 6.69, 7.21, 6.86, 8.03, 9.65, 7.12, 6.4, 7.59, 9.61, 11.2, 12.5
Lcp65Ab1, 0, 0.0367, 0.145, 0.0636, 0.054, 0.0419, 0.103, 0.0807, 1.34, 13.0, 71.9, 32.4, 23.6
Lcp65Ab2, 0, 0.0359, 0.041, 0.0775, 0.0, 0.0826, 0.203, 0.0398, 1.42, 13.5, 71.5, 32.5, 22.3
Lcp65Ac, 3, 0.49, 0.358, 0.15, 0.117, 0.657, 0.877, 0.348, 8.11, 86.9, 357.0, 309.0, 283.0
Lcp65Af, 5, 0.0486, 0.133, 0.284, 0.2, 0.526, 0.363, 0.279, 2.94, 42.0, 140.0, 77.7, 49.5
Lcp65Ag1, 3, 3.18, 3.65, 1.18, 1.4, 6.97, 6.52, 3.04, 65.4, 307.0, 330.0, 453.0, 324.0
Lcp65Ag2, 3, 2.45, 2.22, 1.18, 1.16, 6.63, 6.12, 3.04, 56.7, 188.0, 204.0, 317.0, 196.0
Lcp65Ag3, 3, 2.31, 1.88, 1.02, 1.39, 5.82, 6.05, 2.99, 51.6, 346.0, 403.0, 576.0, 402.0
Letm1, 0, 15.3, 14.6, 19.7, 11.0, 7.33, 6.54, 9.62, 11.2, 13.0, 17.3, 17.2, 20.9
Lip1, 0, 0.1, 0.113, 0.446, 0.542, 0.922, 6.14, 9.9, 41.1, 45.4, 17.9, 2.18, 3.27
Liprin-beta, 0, 33.6, 54.3, 32.4, 28.8, 27.2, 21.9, 24.9, 23.5, 21.8, 15.4, 25.6, 25.2
Lis-1, 0, 20.4, 15.1, 15.5, 16.7, 17.7, 22.1, 18.6, 9.89, 11.1, 10.6, 11.4, 14.7
Lk6, 0, 42.7, 56.3, 42.8, 34.0, 31.7, 17.2, 24.1, 22.7, 18.2, 16.0, 20.1, 23.3
Lnk, 0, 15.2, 17.5, 13.4, 12.3, 11.7, 11.2, 9.88, 8.82, 6.96, 8.63, 11.5, 11.2
Lon, 0, 13.1, 16.5, 10.7, 13.3, 15.9, 16.5, 19.2, 12.4, 13.7, 10.7, 14.4, 15.1
Lsd-2, 0, 117.0, 19.8, 2.93, 7.73, 13.1, 19.7, 25.5, 24.1, 22.2, 22.4, 20.2, 27.2
Lsm10, 0, 19.9, 18.6, 20.4, 13.0, 11.5, 7.43, 4.89, 4.44, 3.46, 1.84, 2.41, 5.16
LysE, 0, 0.0788, 0.0596, 0.0688, 0.283, 0.283, 0.62, 1.23, 0.656, 0.202, 1.82, 62.1, 59.1
M6, 0, 3.73, 5.54, 9.29, 11.3, 11.8, 14.4, 15.5, 7.93, 7.21, 4.75, 3.9, 5.42
MAGE, 0, 28.3, 42.2, 38.5, 21.0, 15.5, 10.8, 8.88, 8.92, 7.25, 3.29, 4.39, 5.56
MAN1, 0, 41.8, 39.1, 21.3, 20.0, 22.6, 20.4, 18.5, 14.5, 12.6, 6.74, 13.2, 15.4
MAPk-Ak2, 0, 25.9, 24.4, 16.1, 17.0, 17.8, 22.5, 21.0, 18.6, 15.9, 16.2, 13.4, 15.1
MBD-R2, 0, 20.8, 10.1, 21.5, 21.9, 17.5, 15.5, 12.6, 10.1, 9.17, 9.08, 9.49, 9.82
MBD-like, 0, 23.1, 31.0, 24.2, 25.5, 24.8, 25.0, 20.0, 17.7, 11.9, 9.0, 11.1, 9.22
MED1, 0, 22.0, 19.1, 15.4, 16.7, 13.6, 10.4, 9.02, 7.02, 5.37, 4.78, 4.77, 4.6
MED10, 0, 20.3, 34.0, 34.3, 19.6, 19.8, 17.8, 20.7, 8.15, 10.2, 10.8, 9.91, 15.6
MED11, 0, 8.59, 32.1, 23.0, 13.4, 10.2, 8.85, 7.46, 5.74, 4.69, 3.51, 3.88, 4.28
MED15, 0, 17.5, 29.8, 26.1, 22.7, 19.8, 15.6, 14.6, 11.6, 8.32, 5.26, 11.4, 9.34
MED17, 0, 14.1, 10.7, 19.8, 14.6, 11.3, 11.5, 6.6, 4.46, 2.89, 1.7, 1.7, 1.93
MED18, 0, 17.5, 13.4, 22.0, 23.6, 20.3, 21.2, 12.9, 8.43, 6.52, 6.32, 4.88, 4.42
MED19, 0, 30.6, 14.6, 26.9, 27.3, 21.8, 23.0, 14.5, 9.01, 7.62, 8.16, 5.55, 5.89
MED20, 0, 14.6, 10.7, 18.7, 13.4, 11.3, 10.4, 6.33, 5.03, 3.89, 2.2, 2.01, 2.24
MED21, 0, 24.8, 22.8, 23.0, 18.4, 22.4, 21.3, 26.2, 6.43, 11.0, 5.63, 8.42, 12.5
MED22, 0, 33.2, 32.1, 30.3, 22.9, 21.5, 17.0, 12.8, 6.96, 4.6, 3.44, 2.97, 4.05
MED23, 0, 6.24, 13.8, 23.9, 16.4, 11.9, 5.87, 7.62, 4.99, 3.37, 2.19, 3.87, 3.53
MED24, 0, 12.8, 17.5, 18.0, 12.7, 11.2, 9.21, 7.47, 4.76, 3.69, 2.98, 2.61, 3.05
MED27, 0, 12.3, 19.9, 23.5, 11.9, 10.3, 9.62, 6.77, 5.63, 4.85, 3.03, 3.61, 4.24
MED28, 0, 18.6, 12.1, 21.8, 15.7, 13.8, 14.7, 7.57, 6.61, 4.47, 3.15, 2.41, 3.0
MED30, 0, 16.2, 18.5, 27.3, 17.6, 13.9, 16.3, 9.0, 6.77, 4.93, 5.72, 3.92, 3.76
MED31, 0, 25.0, 25.7, 24.8, 20.7, 19.2, 15.8, 15.2, 10.0, 9.03, 10.0, 6.96, 7.98
MED4, 0, 19.4, 23.9, 15.4, 10.7, 13.1, 14.6, 7.71, 6.29, 3.89, 3.05, 3.44, 3.52
MED6, 0, 12.5, 12.9, 12.3, 10.9, 10.1, 8.4, 6.93, 5.37, 4.35, 4.57, 6.31, 7.08
MED7, 0, 18.5, 26.5, 27.4, 22.0, 23.5, 25.3, 15.9, 9.33, 6.31, 4.96, 5.42, 5.79
MED8, 0, 19.1, 17.4, 24.2, 21.6, 16.8, 18.9, 13.9, 8.84, 7.73, 7.08, 6.07, 5.92
MED9, 0, 12.6, 18.8, 21.2, 17.2, 16.9, 18.9, 12.8, 6.75, 7.05, 6.83, 7.68, 8.87
MEP-1, 0, 23.1, 39.1, 36.1, 29.2, 25.4, 18.6, 18.2, 14.8, 12.5, 12.2, 19.4, 16.0
MESR4, 0, 19.7, 17.0, 16.1, 10.5, 8.15, 3.22, 6.8, 4.82, 4.64, 4.0, 7.79, 8.21
MFS15, 0, 5.95, 5.66, 13.9, 17.0, 23.6, 39.4, 24.4, 17.1, 11.6, 9.24, 4.92, 6.78
MFS16, 0, 10.5, 21.2, 32.2, 23.0, 18.8, 19.7, 14.8, 12.5, 12.2, 10.9, 7.55, 8.59
MFS18, 0, 19.8, 6.77, 9.39, 12.8, 12.7, 19.5, 16.5, 14.5, 9.28, 5.71, 4.26, 4.36
MFS3, 0, 0.146, 0.419, 0.637, 5.59, 15.2, 25.4, 21.5, 29.4, 24.5, 23.5, 33.8, 34.3
MP1, 0, 1.2, 2.38, 5.21, 10.4, 12.1, 22.2, 27.8, 14.4, 7.89, 7.85, 4.71, 6.04
MRG15, 0, 25.0, 39.2, 33.9, 22.8, 21.7, 19.3, 13.4, 9.4, 7.6, 5.92, 5.58, 5.8
MSBP, 0, 36.8, 35.3, 29.7, 24.3, 31.3, 35.6, 41.0, 20.0, 24.1, 16.8, 16.9, 26.4
MTA1-like, 0, 18.7, 27.2, 26.3, 24.7, 21.3, 18.2, 15.0, 13.5, 8.69, 5.37, 5.65, 5.57
Mad1, 0, 24.6, 39.5, 27.6, 19.0, 16.8, 12.7, 12.3, 10.0, 7.48, 4.29, 9.98, 8.88
Madm, 0, 19.6, 13.3, 11.4, 13.7, 12.8, 14.6, 9.33, 10.7, 7.66, 7.73, 6.55, 4.97
